epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.24069106578826904,7.099054336547852,0.0003,0.258010596036911,5.41344690322876
1,0.34414294362068176,3.4209399223327637,0.0003,0.41348564624786377,2.4912521839141846
2,0.41467833518981934,2.32230806350708,0.0003,0.4555586576461792,2.089435338973999
3,0.46180641651153564,2.0751607418060303,0.0003,0.5061298608779907,1.9286302328109741
4,0.4977881610393524,1.9522229433059692,0.0003,0.5020897388458252,1.9822280406951904
5,0.5167369246482849,1.8895920515060425,0.0003,0.522847592830658,1.8109313249588013
6,0.526559591293335,1.8523989915847778,0.0003,0.5515463948249817,1.7465720176696777
7,0.533003568649292,1.8042532205581665,0.0003,0.5267484188079834,1.814426302909851
8,0.5407015085220337,1.7866380214691162,0.0003,0.5586514472961426,1.7089017629623413
9,0.5485039353370667,1.7333165407180786,0.0003,0.5736973881721497,1.696435809135437
10,0.5503848791122437,1.72991943359375,0.0003,0.5777375102043152,1.6587094068527222
11,0.561879575252533,1.6993108987808228,0.0003,0.5787127614021301,1.6859420537948608
12,0.5630638599395752,1.724816083908081,0.0003,0.5802451968193054,1.6762486696243286
13,0.5597895979881287,1.704789638519287,0.0003,0.5759264230728149,1.6412038803100586
14,0.5678706765174866,1.7010897397994995,0.0003,0.5869323015213013,1.6684387922286987
15,0.5715629458427429,1.6917080879211426,0.0003,0.5748119354248047,1.6508703231811523
16,0.5737225413322449,1.6581391096115112,0.0003,0.5735580921173096,1.6039775609970093
17,0.5790867209434509,1.6218355894088745,0.0003,0.5814990401268005,1.6705886125564575
18,0.5805496573448181,1.648684024810791,0.0003,0.5962663888931274,1.5897541046142578
19,0.5786687135696411,1.628161072731018,0.0003,0.606854259967804,1.554997444152832
20,0.5804799795150757,1.641655683517456,0.0003,0.6026748418807983,1.5983986854553223
21,0.5866801142692566,1.6320812702178955,0.0003,0.5925048589706421,1.5726248025894165
22,0.5860531330108643,1.6088614463806152,0.0003,0.5813596844673157,1.6067646741867065
23,0.5910341739654541,1.5819971561431885,0.0003,0.5880467891693115,1.5831736326217651
24,0.5897802114486694,1.6132978200912476,0.0003,0.6028141379356384,1.5453563928604126
25,0.5920442938804626,1.571566104888916,0.0003,0.5997492074966431,1.562678575515747
26,0.5930196046829224,1.5646653175354004,0.0003,0.5874895453453064,1.5847710371017456
27,0.5928803086280823,1.5593632459640503,0.0003,0.6177208423614502,1.462094783782959
28,0.5962589979171753,1.5828384160995483,0.0003,0.5966843366622925,1.5374715328216553
29,0.5974432826042175,1.5216652154922485,0.0003,0.5982167720794678,1.4911760091781616
30,0.5974084734916687,1.525672197341919,0.0003,0.6188353300094604,1.4360206127166748
31,0.5986972451210022,1.5232806205749512,0.0003,0.6212036609649658,1.513561725616455
32,0.6014142036437988,1.5033705234527588,0.0003,0.6113123297691345,1.5302059650421143
33,0.6033299565315247,1.4947493076324463,0.0003,0.6060183644294739,1.455222725868225
34,0.602877140045166,1.4763399362564087,0.0003,0.5969629287719727,1.4884159564971924
35,0.6032951474189758,1.4659454822540283,0.0003,0.6224575042724609,1.438139796257019
36,0.6071963310241699,1.5069273710250854,0.0003,0.5968236327171326,1.5001100301742554
37,0.6058030724525452,1.443343162536621,0.0003,0.623572051525116,1.4167371988296509
38,0.6090424656867981,1.4434528350830078,0.0003,0.6154918074607849,1.4682252407073975
39,0.6015534996986389,1.46036958694458,0.0003,0.6251044869422913,1.4538218975067139
40,0.6092514395713806,1.4626530408859253,0.0003,0.5841460227966309,1.4902619123458862
41,0.6125953793525696,1.4246429204940796,0.0003,0.5965449810028076,1.4802290201187134
42,0.5986624360084534,1.6790096759796143,0.0003,0.6184173822402954,1.5088821649551392
43,0.6152774095535278,1.4457783699035645,0.0003,0.6044859290122986,1.451836109161377
44,0.6156606078147888,1.425431251525879,0.0003,0.6249651908874512,1.3868032693862915
45,0.6151381134986877,1.3958736658096313,0.0003,0.6103371381759644,1.4173160791397095
46,0.6166010499000549,1.4068639278411865,0.0003,0.6147952079772949,1.3810549974441528
47,0.6148942708969116,1.3855555057525635,0.0003,0.61521315574646,1.4110417366027832
48,0.6189000010490417,1.3799376487731934,0.0003,0.5872108936309814,1.4708354473114014
49,0.6177853345870972,1.3780269622802734,0.0003,0.6182780861854553,1.3807293176651
50,0.6206415891647339,1.3702294826507568,0.0003,0.6298412084579468,1.3526302576065063
51,0.6180640459060669,1.3976720571517944,0.0003,0.6147952079772949,1.4106762409210205
52,0.6185168623924255,1.3915544748306274,0.0003,0.6224575042724609,1.3729344606399536
53,0.6228011846542358,1.3820037841796875,0.0003,0.623293399810791,1.376996636390686
54,0.6219304203987122,1.3885583877563477,0.0003,0.6244078874588013,1.388946533203125
55,0.621965229511261,1.3785784244537354,0.0003,0.61521315574646,1.406431794166565
56,0.6218259334564209,1.3653857707977295,0.0003,0.622178852558136,1.3581814765930176
57,0.6220697164535522,1.3574107885360718,0.0003,0.6113123297691345,1.4153321981430054
58,0.6230102181434631,1.3516031503677368,0.0003,0.631234347820282,1.331521987915039
59,0.6228708624839783,1.3632205724716187,0.0003,0.6234326958656311,1.3583985567092896
60,0.6269462704658508,1.3485811948776245,0.0003,0.6078294515609741,1.4024091958999634
61,0.6263889670372009,1.3561848402023315,0.0003,0.6138200163841248,1.387120246887207
62,0.6303946375846863,1.3493348360061646,0.0003,0.6230147480964661,1.3443655967712402
63,0.6261102557182312,1.3491332530975342,0.0003,0.6181387305259705,1.4619133472442627
64,0.6268417835235596,1.390256643295288,0.0003,0.6054611206054688,1.5009880065917969
65,0.6291755437850952,1.361301064491272,0.0003,0.6303984522819519,1.3305470943450928
66,0.623846173286438,1.4445726871490479,0.0003,0.6263583302497864,1.4092133045196533
67,0.6312654614448547,1.3533018827438354,0.0003,0.6291446089744568,1.34638249874115
68,0.6303249597549438,1.3349202871322632,0.0003,0.631652295589447,1.331808090209961
69,0.628687858581543,1.3541109561920166,0.0003,0.608386754989624,1.4600749015808105
70,0.6291406750679016,1.3683675527572632,0.0003,0.6203677654266357,1.3830467462539673
71,0.6289317011833191,1.3465814590454102,0.0003,0.6060183644294739,1.6150739192962646
72,0.6284788846969604,1.409016728401184,0.0003,0.6416829228401184,1.3147650957107544
73,0.6345745325088501,1.318029761314392,0.0003,0.6362496614456177,1.3199902772903442
74,0.6345745325088501,1.3182666301727295,0.0003,0.6298412084579468,1.358893632888794
75,0.6299070119857788,1.3480960130691528,0.0003,0.6324881315231323,1.3487317562103271
76,0.6343655586242676,1.305643916130066,0.0003,0.6310949921607971,1.3519749641418457
77,0.6302553415298462,1.4150418043136597,0.0003,0.6416829228401184,1.4314191341400146
78,0.6339823603630066,1.354443073272705,0.0003,0.6292839050292969,1.3201711177825928
79,0.6357588171958923,1.3098719120025635,0.0003,0.6298412084579468,1.346431851387024
80,0.6279563903808594,1.3531825542449951,0.0003,0.5965449810028076,1.5637584924697876
81,0.6344003677368164,1.395712971687317,0.0003,0.6441906094551086,1.3540512323379517
82,0.6355846524238586,1.3155750036239624,0.0003,0.631652295589447,1.2874128818511963
83,0.6394162178039551,1.282052993774414,0.0003,0.6278907656669617,1.3082536458969116
84,0.6377791166305542,1.27859365940094,0.0003,0.6408470273017883,1.2798762321472168
85,0.6420286297798157,1.2886468172073364,0.0003,0.6157703995704651,1.3463778495788574
86,0.6370824575424194,1.311920404434204,0.0003,0.6246865391731262,1.3489638566970825
87,0.6380228996276855,1.3007668256759644,0.0003,0.6175814867019653,1.3789513111114502
88,0.6384409070014954,1.301169753074646,0.0003,0.6407077312469482,1.3017940521240234
89,0.6410881876945496,1.2871243953704834,0.0003,0.6352744698524475,1.292380452156067
90,0.6419241428375244,1.2751826047897339,0.0003,0.6150738596916199,1.3371933698654175
91,0.6388240456581116,1.3378169536590576,0.0003,0.6277514696121216,1.3139482736587524
92,0.639172375202179,1.2870794534683228,0.0003,0.6373641490936279,1.3411160707473755
93,0.6431084275245667,1.314058780670166,0.0003,0.6107550859451294,1.4187569618225098
94,0.6431084275245667,1.2892481088638306,0.0003,0.6368069052696228,1.2980284690856934
95,0.6621268391609192,1.1792964935302734,6.0000002e-05,0.6472554802894592,1.1914594173431396
96,0.6658539175987244,1.120747447013855,6.0000002e-05,0.645862340927124,1.1699535846710205
97,0.6713225841522217,1.0801602602005005,6.0000002e-05,0.6411256790161133,1.1540447473526
98,0.6745271682739258,1.0489071607589722,6.0000002e-05,0.6503204107284546,1.1166285276412964
99,0.6785677075386047,1.0364649295806885,6.0000002e-05,0.6476734280586243,1.1224250793457031
100,0.6780800223350525,1.0176424980163574,6.0000002e-05,0.6557536721229553,1.0854284763336182
101,0.6822251081466675,1.005065679550171,6.0000002e-05,0.6536639928817749,1.088752031326294
102,0.6837925314903259,1.000333309173584,6.0000002e-05,0.6556143760681152,1.0863322019577026
103,0.6811453104019165,0.9892211556434631,6.0000002e-05,0.6517135500907898,1.099411964416504
104,0.6820509433746338,0.9902492761611938,6.0000002e-05,0.6554750800132751,1.083364486694336
105,0.6868229508399963,0.9835137128829956,6.0000002e-05,0.6525494456291199,1.083804726600647
106,0.6860914826393127,0.9770020246505737,6.0000002e-05,0.6564502716064453,1.072323203086853
107,0.6869274377822876,0.9774903059005737,6.0000002e-05,0.6501811146736145,1.0931057929992676
108,0.6880072355270386,0.9718460440635681,6.0000002e-05,0.6528280973434448,1.0729774236679077
109,0.6865791082382202,0.9710686802864075,6.0000002e-05,0.65338534116745,1.079296350479126
110,0.6914556622505188,0.9655740857124329,6.0000002e-05,0.6557536721229553,1.0626063346862793
111,0.6904106736183167,0.9640114903450012,6.0000002e-05,0.6529673933982849,1.0751460790634155
112,0.6898533701896667,0.9548161625862122,6.0000002e-05,0.6480913758277893,1.0870585441589355
113,0.6905848383903503,0.9585123658180237,6.0000002e-05,0.653106689453125,1.06313955783844
114,0.69211745262146,0.959185004234314,6.0000002e-05,0.6607690453529358,1.0536454916000366
115,0.6957399845123291,0.955352246761322,6.0000002e-05,0.6460016965866089,1.0977591276168823
116,0.6927792429924011,0.9527627229690552,6.0000002e-05,0.6503204107284546,1.080745816230774
117,0.6953568458557129,0.9484355449676514,6.0000002e-05,0.6547784805297852,1.0825868844985962
118,0.6950085163116455,0.949766218662262,6.0000002e-05,0.6525494456291199,1.0755842924118042
119,0.6933017373085022,0.9492582082748413,6.0000002e-05,0.6504597663879395,1.075679063796997
120,0.6963669657707214,0.9520987272262573,6.0000002e-05,0.6549177765846252,1.079832673072815
121,0.6942073702812195,0.9527491331100464,6.0000002e-05,0.6560323238372803,1.0660688877105713
122,0.6942073702812195,0.9498370289802551,6.0000002e-05,0.6588186025619507,1.0638675689697266
123,0.6960186958312988,0.9488786458969116,6.0000002e-05,0.6522708535194397,1.0768989324569702
124,0.6953568458557129,0.9500231146812439,6.0000002e-05,0.662162184715271,1.0594048500061035
125,0.7011041641235352,0.9368752241134644,1.2e-05,0.6585400104522705,1.0649570226669312
126,0.7059110403060913,0.9211167097091675,1.2e-05,0.6595152020454407,1.0540598630905151
127,0.7070256471633911,0.9157182574272156,1.2e-05,0.6602117419242859,1.0474116802215576
128,0.7068166732788086,0.9075605869293213,1.2e-05,0.6596544981002808,1.051871418952942
129,0.7096729278564453,0.9003828763961792,1.2e-05,0.6660629510879517,1.0430082082748413
130,0.7080009579658508,0.9008505940437317,1.2e-05,0.6627194285392761,1.0436524152755737
131,0.7123898267745972,0.8978490233421326,1.2e-05,0.6616048812866211,1.0444151163101196
132,0.7136437892913818,0.8869086503982544,1.2e-05,0.6632766723632812,1.0446048974990845
133,0.7129123210906982,0.8869362473487854,1.2e-05,0.6632766723632812,1.0387341976165771
134,0.7115538716316223,0.8842222094535828,1.2e-05,0.6629980206489563,1.034346103668213
135,0.711728036403656,0.8860357403755188,1.2e-05,0.6607690453529358,1.0389647483825684
136,0.7139224410057068,0.8779159784317017,1.2e-05,0.6607690453529358,1.0375906229019165
137,0.7169877290725708,0.8730364441871643,1.2e-05,0.6603510975837708,1.0426819324493408
138,0.7169528603553772,0.8644605875015259,1.2e-05,0.6609083414077759,1.0344350337982178
139,0.7125639915466309,0.8703266382217407,1.2e-05,0.6588186025619507,1.0406962633132935
140,0.7167438864707947,0.8642724752426147,1.2e-05,0.6604903936386108,1.0300002098083496
141,0.7163955569267273,0.8644667267799377,1.2e-05,0.6632766723632812,1.030297875404358
142,0.7177540063858032,0.8607161045074463,1.2e-05,0.6636946201324463,1.0281611680984497
143,0.7201922535896301,0.8557097911834717,1.2e-05,0.6609083414077759,1.0338765382766724
144,0.7151764035224915,0.8559116125106812,1.2e-05,0.661047637462616,1.026463508605957
145,0.7155596017837524,0.8562703728675842,1.2e-05,0.6620228290557861,1.0255807638168335
146,0.7166045308113098,0.8509584069252014,1.2e-05,0.6593758463859558,1.0335873365402222
147,0.7187989950180054,0.851226270198822,1.2e-05,0.6624407768249512,1.0258234739303589
148,0.7180675268173218,0.8456761837005615,1.2e-05,0.662162184715271,1.0246469974517822
149,0.7205057740211487,0.844680905342102,1.2e-05,0.6636946201324463,1.0229579210281372
150,0.7222473621368408,0.8416476845741272,1.2e-05,0.6623014807701111,1.0254186391830444
151,0.7188686728477478,0.8434828519821167,1.2e-05,0.6613262891769409,1.0290278196334839
152,0.7257654666900635,0.8339236974716187,1.2e-05,0.6623014807701111,1.0303469896316528
153,0.7198091149330139,0.8365189433097839,1.2e-05,0.6628587245941162,1.0227748155593872
154,0.7229440212249756,0.8329426646232605,1.2e-05,0.6600724458694458,1.0266640186309814
155,0.7210978865623474,0.8375153541564941,1.2e-05,0.661883533000946,1.0274333953857422
156,0.72517329454422,0.829987645149231,1.2e-05,0.6590972542762756,1.0315393209457397
157,0.72517329454422,0.8290348649024963,1.2e-05,0.6613262891769409,1.0280990600585938
158,0.7246856093406677,0.8299353122711182,1.2e-05,0.6634159684181213,1.0201078653335571
159,0.7249643206596375,0.8259432911872864,1.2e-05,0.6659236550331116,1.0261565446853638
160,0.7215855717658997,0.8322592973709106,1.2e-05,0.6609083414077759,1.0330188274383545
161,0.7242327928543091,0.8224272727966309,1.2e-05,0.6641125679016113,1.0212379693984985
162,0.7260092496871948,0.8225511312484741,1.2e-05,0.6603510975837708,1.023925542831421
163,0.7241979837417603,0.8217986822128296,1.2e-05,0.6628587245941162,1.0283114910125732
164,0.728935182094574,0.811664342880249,1.2e-05,0.6666202545166016,1.018531322479248
165,0.726775586605072,0.8162346482276917,1.2e-05,0.6656450033187866,1.0209437608718872
166,0.7292138338088989,0.8153529167175293,1.2e-05,0.6663416028022766,1.0241361856460571
167,0.7291790246963501,0.8111005425453186,1.2e-05,0.6657843589782715,1.030340552330017
168,0.7290048599243164,0.8114022612571716,1.2e-05,0.6650877594947815,1.028501272201538
169,0.7294924855232239,0.8107260465621948,1.2e-05,0.6677347421646118,1.022365689277649
170,0.7248249650001526,0.8122401237487793,1.2e-05,0.668709933757782,1.023638129234314
171,0.7316869497299194,0.8089888095855713,1.2e-05,0.6680133938789368,1.0201811790466309
172,0.7318611145019531,0.8079323172569275,1.2e-05,0.6670381426811218,1.0287126302719116
173,0.7344386577606201,0.8037348389625549,1.2e-05,0.6627194285392761,1.0339120626449585
174,0.7298756241798401,0.8118734359741211,1.2e-05,0.6677347421646118,1.0205224752426147
175,0.7298408150672913,0.8012543320655823,2.4e-06,0.668709933757782,1.0179075002670288
176,0.7308858036994934,0.8000599145889282,2.4e-06,0.6681526899337769,1.0186249017715454
177,0.737260103225708,0.7964839935302734,2.4e-06,0.6663416028022766,1.02303147315979
178,0.7339162230491638,0.8006014227867126,2.4e-06,0.6652270555496216,1.024876594543457
179,0.7330453991889954,0.7955119013786316,2.4e-06,0.6663416028022766,1.0187596082687378
180,0.7325229048728943,0.8004525899887085,2.4e-06,0.6670381426811218,1.0208487510681152
181,0.733219563961029,0.7970567345619202,2.4e-06,0.6674560904502869,1.020744800567627
182,0.7365634441375732,0.7934986352920532,2.4e-06,0.6682919859886169,1.0190987586975098
